Code,Freshman 2018,Party (1=Dem),Open 2018,Modeled Rating,Incumbent.name,Open.2016,Uncontested.2018,Sabato.20170315,Sabato.20170327,Sabato.20170330,Sabato.20170410,Sabato.20170413,Sabato.20170427,Sabato.20170430,Sabato.20170510,Sabato.20170517,Sabato.20170621,Sabato.20170726,Sabato.20170907,Sabato.20171005,Sabato.20171019,Sabato.20171107,Sabato.20171129,Sabato.20171205,Sabato.20180108,Sabato.20180110,Sabato.20180112,Sabato.20180118,Sabato.20180126,Sabato.20180129,Sabato.20180205,Sabato.20180220,Sabato.20180308,Sabato.20180315,Sabato.20180325,Sabato.20180330,Sabato.20180411,Sabato.20180426,Sabato.20180504,Sabato.20180509,Sabato.20180516,Sabato.20180524,Sabato.20180529,Sabato.20180606,Sabato.20180613,Sabato.20180620,Sabato.20180628,Sabato.20180724
VA-01,,-1,,Likely R,"Wittman, Rob",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
VA-02,YES,-1,,Tossup,"Taylor, Scott",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up
VA-03,,1,,Safe D,"Scott, Bobby",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
VA-04,YES,1,,Safe D,"McEachin, Donald",YES,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
VA-05,YES,-1,YES,Tossup,"Garrett, Tom",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R
VA-06,,-1,YES,Safe R,"Goodlatte, Bob",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
VA-07,,-1,,Lean R,"Brat, Dave",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up
VA-08,,1,,Safe D,"Beyer, Don",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
VA-09,,-1,,Safe R,"Griffith, Morgan",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
VA-10,,-1,,Lean D,"Comstock, Barbara",,,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Lean D,Lean D
VA-11,,1,,Safe D,"Connolly, Gerry",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
VT-AL,,1,,Safe D,"Welch, Peter",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-01,,1,,Safe D,"DelBene, Suzan",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-02,,1,,Safe D,"Larsen, Rick",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-03,,-1,,Tossup,"Herrera Beutler, Jaime",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WA-04,,-1,,Safe R,"Newhouse, Dan",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WA-05,,-1,,Likely R,"McMorris Rodgers, Cathy",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R
WA-06,,1,,Safe D,"Kilmer, Derek",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-07,YES,1,,Safe D,"Jayapal, Pramila",YES,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-08,,-1,YES,Lean D,"Reichert, Dave",,,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
WA-09,,1,,Safe D,"Smith, Adam",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WA-10,,1,,Safe D,"Heck, Denny",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WI-01,,-1,YES,Tossup,"Ryan, Paul",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
WI-02,,1,,Safe D,"Pocan, Mark",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WI-03,,1,,Lean D,"Kind, Ron",,,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Likely D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WI-04,,1,,Safe D,"Moore, Gwen",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
WI-05,,-1,,Safe R,"Sensenbrenner, Jim",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WI-06,,-1,,Likely R,"Grothman, Glenn",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R
WI-07,,-1,,Safe R,"Duffy, Sean",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WI-08,YES,-1,,Likely R,"Gallagher, Mike",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WV-01,,-1,,Safe R,"McKinley, David",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WV-02,,-1,,Safe R,"Mooney, Alex",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
WV-03,,-1,YES,Safe R,"Jenkins, Evan",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Toss-up
WY-AL,YES,-1,,Safe R,"Cheney, Liz",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
